name,category,lat,lon,country_code,rarity,floor_price_tdi,mint_difficulty,is_shiny,card_number,edition,token_id,tdc_per_24h,bonus_pct,game_resource,visitors_per_year,geopolitical_score,description,fun_fact,wiki_url,is_featured,source
Lagos,financial_hub,6.455,3.384,NG,legendary,500.0,8,0,976,genesis,100976,150,100,credits,7500000,95,West Africa financial capital. Nollywood. Most expensive city in Africa.,Nollywood produces more films than Hollywood — 2nd only to Bollywood,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Lagos_from_above.jpg/640px-Lagos_from_above.jpg,1,city_seed
Lencois Maranhenses,anomaly,-2.5,-43.1,BR,legendary,500.0,8,0,919,genesis,100919,150,300,intel,750000,45,Desert with lagoons. 1500 km² white dunes. Rain fills gaps.,Desert floods seasonally — fresh water in sand dunes. Fish get trapped.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Lencois_Maranhenses.jpg/640px-Lencois_Maranhenses.jpg,1,seed
Lençóis Maranhenses,anomaly,-2.5,-43.1,BR,legendary,500.0,8,0,664,genesis,100664,150,300,intel,750000,45,"Desert with lagoons. 1,500 km² white sand dunes. Seasonal lakes.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Lencois_Maranhenses.jpg/640px-Lencois_Maranhenses.jpg,1,seed
Lima,capital_city,-12.046,-77.043,PE,legendary,500.0,8,0,1044,genesis,101044,150,100,credits,15000000,100,Pacific Rim gateway. Gastronomic capital. Pre-Columbian heritage.,Best food in world multiple years — fusion of 5 cuisines in one city,,1,city_seed
Lisbon,capital_city,38.717,-9.138,PT,legendary,500.0,8,0,1001,genesis,101001,150,100,credits,15000000,100,Westernmost European capital. Age of Discoveries. Fado music. 7 hills.,"Started Western global exploration — Vasco da Gama, Magellan sailed from here",,1,city_seed
Los Angeles,financial_hub,34.052,-118.244,US,legendary,500.0,8,0,1038,genesis,101038,150,100,credits,7500000,95,Entertainment capital. Hollywood. Silicon Beach. Pacific gateway.,Has 38 different languages spoken in LAUSD schools — all in one district,,1,city_seed
Luanda,capital_city,-8.836,13.234,AO,legendary,500.0,8,0,1018,genesis,101018,150,100,credits,15000000,100,Oil boom capital. Was most expensive city in world 2013-2015.,Oil wealth created world most expensive expat city — $5000 for apartment,,1,city_seed
Madrid,capital_city,40.417,-3.704,ES,legendary,500.0,8,0,992,genesis,100992,150,100,credits,15000000,100,Highest capital in EU. Prado museum. El Clásico. La Movida cultural explosion.,"Prado has 30,000 works but only displays 1,800 — rest in storage",,1,city_seed
Manila,capital_city,14.599,120.984,PH,legendary,500.0,8,0,979,genesis,100979,150,100,credits,15000000,100,Spanish colonial city destroyed in WWII. Intramuros rebuilt.,"One of most densely populated cities on Earth — 71,000 people per km²",,1,city_seed
Mumbai,financial_hub,19.076,72.878,IN,legendary,500.0,8,0,970,genesis,100970,150,100,credits,7500000,95,Financial capital of India. Bollywood. Dharavi largest slum in Asia.,Generates 6% of India GDP from 0.1% of land area,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Mumbai_skyline_at_night.jpg/640px-Mumbai_skyline_at_night.jpg,1,city_seed
New York City,financial_hub,40.712,-74.006,US,legendary,500.0,8,0,1037,genesis,101037,150,100,credits,7500000,95,World financial capital. UN HQ. Cultural melting pot. 800 languages.,Richest city in history of civilization by total wealth,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Southwest_corner_of_Central_Park%2C_looking_east%2C_NYC.jpg/640px-Southwest_corner_of_Central_Park%2C_looking_east%2C_NYC.jpg,1,city_seed
Notre-Dame de Paris,control_tower,48.853,2.349,FR,legendary,500.0,8,0,141,genesis,100141,150,200,credits,7500000,45,Gothic cathedral 1345. Survived fire 2019. Rebuilding.,,,1,seed
Osaka,financial_hub,34.694,135.502,JP,legendary,500.0,8,0,972,genesis,100972,150,100,credits,7500000,95,Japan kitchen. Merchant city. Universal Studios. Dotonbori neon.,"Osaka people greet each other with ""Mokarimakka?"" — are you making money?",,1,city_seed
Petra Treasury,control_tower,30.329,35.444,JO,legendary,500.0,8,0,149,genesis,100149,150,200,credits,7500000,45,Rose-red city carved in rock. 2000 years old. Indiana Jones filming.,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Khazneh_Petra_edit.jpg/640px-Khazneh_Petra_edit.jpg,1,seed
Petronas Twin Towers KL,control_tower,3.158,101.712,MY,legendary,500.0,8,0,465,genesis,100465,150,200,credits,7500000,45,World's tallest twin towers 1998-2004. Sky bridge at floor 41-42.,,,1,seed
Prague,capital_city,50.073,14.437,CZ,legendary,500.0,8,0,1000,genesis,101000,150,100,credits,15000000,100,City of 100 spires. Never bombed in WWII. Kafka. Beer capital.,Drinks more beer per capita than any nation — 142 liters/person/year,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Prague_-_Hradcany_castle.jpg/640px-Prague_-_Hradcany_castle.jpg,1,city_seed
Riyadh,capital_city,24.688,46.722,SA,legendary,500.0,8,0,1026,genesis,101026,150,100,credits,15000000,100,Saudi capital. Aramco HQ. Vision 2030. Fastest growing Gulf city.,Went from village of 8000 people in 1900 to 8M today,,1,city_seed
Rome,capital_city,41.902,12.496,IT,legendary,500.0,8,0,993,genesis,100993,150,100,credits,15000000,100,Eternal City. Capital of Roman Empire. Vatican enclave. La Dolce Vita.,Built on 7 hills — but has 43 hills today — rest renamed by politics,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Rome_Skyline.jpg/640px-Rome_Skyline.jpg,1,city_seed
Sagrada Família,control_tower,41.404,2.174,ES,legendary,500.0,8,0,137,genesis,100137,150,200,credits,7500000,45,Gaudí masterpiece. Under construction since 1882. Still unfinished.,Construction permit granted in 2019. First since 1882,,1,seed
Sahara Dunes Merzouga,anomaly,31.1,-3.97,MA,legendary,500.0,8,0,719,genesis,100719,150,300,intel,750000,45,Erg Chebbi. 150m dunes. Camel treks. Stars unparalleled.,Dunes make music at sunset — sand avalanches create low hum,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Erg_Chebbi.jpg/640px-Erg_Chebbi.jpg,1,seed
Salar de Uyuni Bolivia,anomaly,-20.14,-67.49,BO,legendary,500.0,8,0,425,genesis,100425,150,300,intel,750000,45,"World's largest salt flat. 10,582 km². Sky mirror in rainy season.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Salar_de_Uyuni_reflection.jpg/640px-Salar_de_Uyuni_reflection.jpg,1,seed
Santiago,capital_city,-33.459,-70.648,CL,legendary,500.0,8,0,1046,genesis,101046,150,100,credits,15000000,100,Andes backdrop capital. Copper mining economy. Wine region gateway.,Most earthquake resistant construction in world — forced by 8.8 quake 2010,,1,city_seed
Shanghai,financial_hub,31.228,121.474,CN,legendary,500.0,8,0,966,genesis,100966,150,100,credits,7500000,95,China financial capital. Former international concession zone. Art Deco skyline.,Was divided into British French American Japanese zones — each with own laws,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Shanghai_skyline_2018.jpg/640px-Shanghai_skyline_2018.jpg,1,city_seed
Singapore,capital_city,1.29,103.851,SG,legendary,500.0,8,0,1052,genesis,101052,150,100,credits,15000000,100,City-state. Cleanest city. Strict laws. Garden City. Fintech hub.,Chewing gum banned 1992 — can import for personal use but not sell,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/SingaporeNightSkyline.jpg/640px-SingaporeNightSkyline.jpg,1,city_seed
Stockholm,capital_city,59.332,18.065,SE,legendary,500.0,8,0,1003,genesis,101003,150,100,credits,15000000,100,Venice of the North. Nobel Prizes. IKEA nation. Abba.,Nobel Prize awarded here every December 10 — anniversary of Nobel death,,1,city_seed
Svalbard Global Seed Vault,seed_vault,78.236,15.491,NO,legendary,500.0,8,0,57,genesis,100057,150,200,food,300000,45,Doomsday vault. 1.3M seed varieties. Survive nuclear war + climate change.,Arctic permafrost is the refrigerator. 130m inside mountain,,1,seed
Svalbard Seed Vault Entrance,seed_vault,78.237,15.491,NO,legendary,500.0,8,0,948,genesis,100948,150,200,food,300000,45,Doomsday vault inside mountain. 1.3M seed varieties.,North Korea and the US both have seeds stored here — rare cooperation,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Svalbard_Global_Seed_Vault_exterior.jpg/640px-Svalbard_Global_Seed_Vault_exterior.jpg,1,seed
São Paulo,financial_hub,-23.548,-46.636,BR,legendary,500.0,8,0,967,genesis,100967,150,100,credits,7500000,95,Largest city in Southern Hemisphere. Finance capital of Latin America.,Has more helicopters per capita than any city — traffic so bad rich fly,,1,city_seed
Taipei,capital_city,25.033,121.565,TW,legendary,500.0,8,0,1053,genesis,101053,150,100,credits,15000000,100,TSMC semiconductor. Night markets. Taiwan Strait tension. Bubble tea origin.,Makes 90% of world most advanced semiconductors — most critical supply chain,,1,city_seed
Taj Mahal,control_tower,27.175,78.042,IN,legendary,500.0,8,0,138,genesis,100138,150,200,credits,7500000,45,"1653 Mughal mausoleum. 20,000 workers. 22 years. UNESCO.",,,1,seed
Tehran,capital_city,35.696,51.423,IR,legendary,500.0,8,0,1027,genesis,101027,150,100,credits,15000000,100,Safavid to Qajar to Islamic Republic capital. Alborz mountain backdrop.,Sits on 5 major fault lines — earthquake could kill 1M people,,1,city_seed
Tokyo Skytree,control_tower,35.71,139.811,JP,legendary,500.0,8,0,135,genesis,100135,150,200,credits,7500000,45,World's tallest tower. 634m. Broadcast tower.,,,1,seed
Vienna,capital_city,48.21,16.37,AT,legendary,500.0,8,0,994,genesis,100994,150,100,credits,15000000,100,Habsburg capital. Coffee house culture. Music capital. UN headquarters.,Coffee house culture UNESCO recognized — Viennese go to read newspaper for hours,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Vienna_-_Wiener_Rathaus_by_night.jpg/640px-Vienna_-_Wiener_Rathaus_by_night.jpg,1,city_seed
White House,control_tower,38.898,-77.036,US,legendary,500.0,8,0,144,genesis,100144,150,200,credits,7500000,45,Presidential residence since 1800. 132 rooms. 35 bathrooms.,,,1,seed
Wuhan,financial_hub,30.593,114.305,CN,legendary,500.0,8,0,987,genesis,100987,150,100,credits,7500000,95,COVID-19 origin city. Three Gorges gateway. Iron and steel center.,City where COVID-19 first detected — December 2019 market cluster,,1,city_seed
Zhangjiajie Avatar Mountains,anomaly,29.348,110.436,CN,legendary,500.0,8,0,837,genesis,100837,150,300,intel,750000,45,3000 quartzite pillars. Avatar Hallelujah Mountain. Glass bridge.,James Cameron visited here before filming Avatar for inspiration,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Zhangjiajie_National_Forest.jpg/640px-Zhangjiajie_National_Forest.jpg,1,seed
Zhangjiajie Pillars,anomaly,29.325,110.435,CN,legendary,500.0,8,0,362,genesis,100362,150,300,intel,750000,45,"3,000 quartzite pillar mountains. Avatar Hallelujah Mountain inspiration.",,,1,seed
Zhangye Danxia Geology,anomaly,38.942,100.142,CN,legendary,500.0,8,0,847,genesis,100847,150,300,intel,750000,45,Rainbow mountains — 24M years mineral strata exposed.,Colors range from red to green to blue — unlike anywhere on Earth,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Zhangye_Danxia_Landform.jpg/640px-Zhangye_Danxia_Landform.jpg,1,seed
Zurich,financial_hub,47.377,8.543,CH,legendary,500.0,8,0,1006,genesis,101006,150,100,credits,7500000,95,Banking capital. Most expensive city. Swiss precision. ETH university.,Zurich trains are so punctual national average delay is 3 minutes,,1,city_seed
Accra Independence Arch,control_tower,5.54,-0.2,GH,legendary,500.0,8,0,712,genesis,100712,150,200,credits,5000000,45,Independence Square. 1957. First sub-Saharan African independence.,Kwame Nkrumah declared independence from Britain here March 6 1957,,0,seed
Angkor Wat Cambodia,control_tower,13.413,103.867,KH,legendary,500.0,8,0,565,genesis,100565,150,200,credits,5000000,45,World's largest religious monument. Sunrise reflection.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Angkor_Wat_sunrise.jpg/640px-Angkor_Wat_sunrise.jpg,0,seed
Aokigahara Sea of Trees,anomaly,35.474,138.63,JP,legendary,500.0,8,0,858,genesis,100858,150,300,intel,500000,45,Forest at Fuji base. Compass malfunction. 100 suicides/yr.,Magnetic iron deposits in lava cause compass to spin — GPS also unreliable,,0,seed
Aral Sea Disaster,anomaly,45.0,60.0,KZ,legendary,500.0,8,0,610,genesis,100610,150,300,intel,500000,45,Former 4th largest lake. Shrunk 90%. Soviet cotton irrigation. Eco disaster.,Ship graveyards in middle of desert,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Aral_Sea_1989-2008.jpg/640px-Aral_Sea_1989-2008.jpg,0,seed
Arches National Park,anomaly,38.682,-109.59,US,legendary,500.0,8,0,926,genesis,100926,150,300,intel,500000,45,2000+ natural stone arches. Delicate Arch on Utah license plate.,Arches formed when underground salt dissolved and surface collapsed,,0,seed
Area 51 Nevada,secret_facility,37.235,-115.811,US,legendary,500.0,8,0,158,genesis,100158,150,180,intel,200000,45,"USAF classified facility. U-2, SR-71, F-117 tested here.",2.5M people pledged to storm it in 2019. 150 showed up,,0,seed
Bennington Triangle Vermont,anomaly,43.205,-73.004,US,legendary,500.0,8,0,960,genesis,100960,150,300,intel,500000,45,5 mysterious disappearances 1945-50. Paula Welden first to vanish.,Experienced woodsmen vanished on clear days with good visibility,,0,seed
Bilderberg Meetings,conspiracy,52.155,5.386,NL,legendary,500.0,8,0,119,genesis,100119,150,100,intel,200000,45,Annual Western elite gathering. No press. No public agenda.,Conspiracy theorists say it rules the world,,0,seed
Bohemian Grove,conspiracy,38.476,-123.0,US,legendary,500.0,8,0,161,genesis,100161,150,100,intel,200000,45,"Annual gathering of 2,000+ powerful men. Owl ceremony. Nixon called it disgraceful.",,,0,seed
Bryce Canyon Hoodoos,anomaly,37.593,-112.187,US,legendary,500.0,8,0,657,genesis,100657,150,300,intel,500000,45,"Spire-like hoodoos. Pink/red rock. 8,000+ hoodoos. Utah.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Bryce_Canyon_Hoodoos.jpg/640px-Bryce_Canyon_Hoodoos.jpg,0,seed
CIA Langley,intelligence_hq,38.953,-77.147,US,legendary,500.0,8,1,153,genesis,100153,150,200,intel,200000,100,"CIA HQ. 21,000 employees. George Bush Center for Intelligence.",Stars on memorial wall are for fallen agents — some unnamed,,0,seed
Cappadocia Balloons,anomaly,38.643,34.829,TR,legendary,500.0,8,0,581,genesis,100581,150,300,intel,500000,45,Fairy chimneys. Hot air balloon sunrise. Underground cities.,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Balloons_in_Cappadocia.jpg/640px-Balloons_in_Cappadocia.jpg,0,seed
Chichen Itza El Castillo,control_tower,20.684,-88.568,MX,legendary,500.0,8,0,145,genesis,100145,150,200,credits,5000000,45,Maya pyramid. Shadow serpent appears at equinox.,Calendar built into architecture — 365 steps total,,0,seed
Chocolate Hills Bohol,anomaly,9.862,124.073,PH,legendary,500.0,8,0,350,genesis,100350,150,300,intel,500000,45,"1,268 perfectly conical hills turn brown in dry season. UNESCO aspirant.",,,0,seed
Chocolate Hills Philippines,anomaly,9.862,124.073,PH,legendary,500.0,8,0,833,genesis,100833,150,300,intel,500000,45,"1,268 conical hills turn brown in dry season. Unique limestone landform.",Local legend: formed from tears of giant who fell in love,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/ChocolateHills.jpg/640px-ChocolateHills.jpg,0,seed
Cliffs of Moher,anomaly,52.969,-9.428,IE,legendary,500.0,8,0,411,genesis,100411,150,300,intel,500000,45,214m sea cliffs. Harry Potter filmed here. 1.5M visitors/yr.,,,0,seed
Danakil Depression,anomaly,14.24,40.3,ET,legendary,500.0,8,0,258,genesis,100258,150,300,intel,500000,45,"Hottest place on Earth (-125m). Volcanic lava lakes, salt flats, sulfur springs.",Temperatures reach 55°C. Humans live here permanently,,0,seed
Davos Congress Center,conspiracy,46.802,9.839,CH,legendary,500.0,8,0,118,genesis,100118,150,100,intel,200000,45,World Economic Forum. Global elite annual gathering.,500 private jets per year. Protesters banned from town,,0,seed
Dead Sea Shores,anomaly,31.559,35.473,JO,legendary,500.0,8,0,97,genesis,100097,150,300,intel,500000,45,Lowest point on Earth (-430m). 34% salinity. Cannot sink.,Shrinking 1 meter per year since 1960s,,0,seed
Death Valley Badwater,anomaly,36.23,-116.85,US,legendary,500.0,8,0,660,genesis,100660,150,300,intel,500000,45,Lowest point in North America (-86m). Hottest temperature ever: 56.7°C.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Badwater_Basin_Death_Valley.jpg/640px-Badwater_Basin_Death_Valley.jpg,0,seed
Derinkuyu Underground City,anomaly,38.375,34.734,TR,legendary,500.0,8,0,733,genesis,100733,150,300,intel,500000,45,"Underground city for 20,000 people. 8 floors deep. Cappadocia.",Could be sealed from inside with giant circular stone doors,,0,seed
Dimona Nuclear Research Center,missile_site,31.003,35.154,IL,legendary,500.0,8,0,108,genesis,100108,150,150,intel,200000,100,Israel's alleged nuclear weapons facility. Never officially acknowledged.,Israel has never confirmed nor denied its nuclear arsenal,,0,seed
Djibuti Lake Assal,anomaly,11.656,42.414,DJ,legendary,500.0,8,0,587,genesis,100587,150,300,intel,500000,45,Lowest point in Africa (-155m). 10x saltier than ocean. Geothermal.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Lake_Assal_Djibouti.jpg/640px-Lake_Assal_Djibouti.jpg,0,seed
Dubai Burj Al Arab Hotel,control_tower,25.141,55.186,AE,legendary,500.0,8,0,463,genesis,100463,150,200,credits,5000000,45,"Only 7-star hotel. Sail-shaped. Built on artificial island. $24,000/night suite.",,,0,seed
Dulce New Mexico,conspiracy,36.938,-107.003,US,legendary,500.0,8,0,958,genesis,100958,150,100,intel,200000,45,Alleged underground alien-human base. Most persistent US conspiracy.,Former Dulce police chief claimed to have seen base entrance — disappeared,,0,seed
Eiffel Tower Paris,control_tower,48.858,2.295,FR,legendary,500.0,8,0,562,genesis,100562,150,200,credits,5000000,45,7M visitors/yr. 324m. Built 1889. Most visited paid monument.,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Eiffel_Tower_from_Champ_de_Mars%2C_Paris%2C_France.jpg/640px-Eiffel_Tower_from_Champ_de_Mars%2C_Paris%2C_France.jpg,0,seed
Empty Quarter Rub Al Khali,anomaly,20.0,52.0,SA,legendary,500.0,8,0,297,genesis,100297,150,300,intel,500000,45,"World's largest sand desert. 650,000 km². Dunes 250m high.",Contains enough sand to bury all of France,,0,seed
FSB Lubyanka Moscow,intelligence_hq,55.761,37.627,RU,legendary,500.0,8,0,155,genesis,100155,150,200,intel,200000,100,Russian FSB. Former KGB HQ. Prison in basement.,Stalin's office connected to Kremlin by secret tunnel,,0,seed
Fermilab,particle_collider,41.841,-88.268,US,legendary,500.0,8,0,50,genesis,100050,150,250,intel,200000,45,US's main particle physics lab. Tevatron. Near Chicago.,,,0,seed
GCHQ Cheltenham,intelligence_hq,51.899,-2.135,GB,legendary,500.0,8,0,154,genesis,100154,150,200,intel,200000,100,UK signals intelligence. The Doughnut. Snowden exposed it.,,,0,seed
Giant's Causeway,anomaly,55.241,-6.512,GB,legendary,500.0,8,0,410,genesis,100410,150,300,intel,500000,45,"40,000 hexagonal basalt columns. Northern Ireland. UNESCO. Legend of Finn McCool.",,,0,seed
Gobi Desert,anomaly,42.5,105.0,MN,legendary,500.0,8,0,375,genesis,100375,150,300,intel,500000,45,Largest Asian desert. Dinosaur fossils. Flaming Cliffs. Eagle hunters.,"World's fastest growing desert — consuming 3,600 km² of China/yr",,0,seed
Gobi Khongoryn Els Dunes,anomaly,43.8,102.2,MN,legendary,500.0,8,0,867,genesis,100867,150,300,intel,500000,45,180km sand dunes. Tallest 300m. Singing dunes — wind makes hum.,Dunes sing — resonance from sand movement creates low humming sound,,0,seed
Great Ocean Road Australia,anomaly,-38.669,143.391,AU,legendary,500.0,8,0,472,genesis,100472,150,300,intel,500000,45,12 Apostles sea stacks. 243km coastal road. World's largest war memorial.,,,0,seed
Greenbrier Bunker West Virginia,secret_facility,37.782,-80.297,US,legendary,500.0,8,0,106,genesis,100106,150,180,intel,200000,45,Congressional bunker under luxury resort. Declassified 1992.,Hidden beneath the Greenbrier resort for 30 years,,0,seed
HAARP Alaska,anomaly,62.39,-145.151,US,legendary,500.0,8,0,947,genesis,100947,150,300,intel,500000,45,High-frequency active auroral research program. Ionosphere experiments.,Widely blamed for everything from mind control to earthquakes by conspiracists,,0,seed
Hessdalen Light Valley,anomaly,62.808,11.185,NO,legendary,500.0,8,0,959,genesis,100959,150,300,intel,500000,45,Unexplained light phenomena since 1930s. Regular glowing balls.,Scientists installed cameras and detected lights — no explanation found,,0,seed
ITER Fusion Reactor Cadarache,particle_collider,43.708,5.766,FR,legendary,500.0,8,0,51,genesis,100051,150,250,intel,200000,45,International fusion experiment. 35 countries. Unlimited clean energy goal.,Designed to produce 500MW from 50MW input,,0,seed
Interpol Lyon,intelligence_hq,45.749,4.847,FR,legendary,500.0,8,0,116,genesis,100116,150,200,intel,200000,100,International police coordination. 195 member countries.,,,0,seed
Karakum Desert,anomaly,40.0,58.0,TM,legendary,500.0,8,0,765,genesis,100765,150,300,intel,500000,45,80% of Turkmenistan. Black sand desert. Gas craters.,"Darvaza crater area — 3 gas craters, only one still burns",,0,seed
Khorramshahr,conspiracy,30.443,48.168,IR,legendary,500.0,8,0,737,genesis,100737,150,100,intel,200000,45,City of Blood. Completely destroyed in 1980-82. Rebuilt. War museum.,"""The city of blood"" — hardest siege of Iran-Iraq war",,0,seed
Lake Natron Tanzania,anomaly,-2.414,36.082,TZ,legendary,500.0,8,0,93,genesis,100093,150,300,intel,500000,45,Turns animals to stone. Sodium carbonate preserves carcasses.,,,0,seed
Lena Pillars Russia,anomaly,61.065,127.661,RU,legendary,500.0,8,0,443,genesis,100443,150,300,intel,500000,45,UNESCO. Limestone pillars 100m high on Lena River. Permafrost shapes them.,,,0,seed
MSS Beijing,intelligence_hq,39.929,116.391,CN,legendary,500.0,8,0,156,genesis,100156,150,200,intel,200000,100,Ministry of State Security. China's CIA + FBI combined.,,,0,seed
Machu Picchu Peru,control_tower,-13.163,-72.545,PE,legendary,500.0,8,0,564,genesis,100564,150,200,credits,5000000,45,Inca cloud city. 1450 AD. UNESCO. New 7 Wonder.,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Machu_Picchu%2C_Peru.jpg/640px-Machu_Picchu%2C_Peru.jpg,0,seed
Mariana Trench Challenger Deep,anomaly,11.373,142.591,??,legendary,500.0,8,0,92,genesis,100092,150,300,intel,500000,45,"10,994m deep. Deepest point on Earth. 1960: Piccard + Walsh descended.",3 people have been to Challenger Deep. 12 to the Moon,,0,seed
Masdar City Abu Dhabi,anomaly,24.43,54.623,AE,legendary,500.0,8,0,301,genesis,100301,150,300,intel,500000,45,World's first planned zero-carbon city. Solar-powered. Driverless pods.,Spent $22B but only 10% occupied,,0,seed
Michigan Triangle Lake,anomaly,43.9,-86.6,US,legendary,500.0,8,0,961,genesis,100961,150,300,intel,500000,45,Bermuda Triangle of Great Lakes. Ships and planes vanish.,Northwest Orient Flight 2501 vanished 1950 — 58 people — never found,,0,seed
Monument Valley,anomaly,36.998,-110.098,US,legendary,500.0,8,0,658,genesis,100658,150,300,intel,500000,45,Navajo Nation. Iconic buttes 300m. John Ford Westerns. Road trip icon.,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Monument_Valley.jpg/640px-Monument_Valley.jpg,0,seed
Monument Valley Navajo,anomaly,36.998,-110.098,US,legendary,500.0,8,0,927,genesis,100927,150,300,intel,500000,45,Navajo sacred land. Iconic buttes. John Ford western backdrop.,John Ford made 7 films here — invented American West mythology,,0,seed
Mossad HQ Herzliya,intelligence_hq,32.169,34.828,IL,legendary,500.0,8,0,157,genesis,100157,150,200,intel,200000,100,Israel's intelligence agency. Location was secret until 2015.,,,0,seed
Mount Weather Emergency Operations,secret_facility,39.063,-77.888,US,legendary,500.0,8,0,105,genesis,100105,150,180,intel,200000,45,FEMA's classified emergency relocation center. Continuity of government.,,,0,seed
NSA Fort Meade,intelligence_hq,39.108,-76.771,US,legendary,500.0,8,0,152,genesis,100152,150,200,intel,200000,100,"30,000+ employees. Monitors global communications. PRISM program.",Biggest employer in Maryland that nobody talks about,,0,seed
Namib Desert Sossusvlei,anomaly,-24.727,15.328,NA,legendary,500.0,8,0,437,genesis,100437,150,300,intel,500000,45,World's oldest desert. 55M years. Dead Vlei white trees. Dune 45.,,,0,seed
Nazca Lines,anomaly,-14.694,-75.131,PE,legendary,500.0,8,0,555,genesis,100555,150,300,intel,500000,45,"Massive geoglyphs only visible from air. 450m hummingbird. 2,000 years.",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Nazca_lines_hummingbird.jpg/640px-Nazca_lines_hummingbird.jpg,0,seed
Northern Lights Tromsø,anomaly,69.65,18.958,NO,legendary,500.0,8,0,571,genesis,100571,150,300,intel,500000,45,Best Northern Lights location. Aurora Borealis. Solar display.,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Aurora_Borealis_and_Australis_Poster.jpg/640px-Aurora_Borealis_and_Australis_Poster.jpg,0,seed
Oman Wahiba Sands,anomaly,22.6,58.7,OM,legendary,500.0,8,0,533,genesis,100533,150,300,intel,500000,45,180km sand sea. Ancient Bedouin routes. Wadi Bani Khalid oasis.,,,0,seed
Pamukkale Thermal Pools,anomaly,37.921,29.118,TR,legendary,500.0,8,0,288,genesis,100288,150,300,intel,500000,45,Cotton Castle — white travertine terraces. Roman spa city Hierapolis adjacent.,,,0,seed
Pamukkale White Terraces,anomaly,37.921,29.118,TR,legendary,500.0,8,0,674,genesis,100674,150,300,intel,500000,45,Cotton Castle. Calcium carbonate hot springs. Roman Hierapolis above.,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Pamukkale_Turkey.jpg/640px-Pamukkale_Turkey.jpg,0,seed
Petronas Towers,control_tower,3.158,101.712,MY,legendary,500.0,8,0,133,genesis,100133,150,200,credits,5000000,45,Twin towers. 452m. Connected by sky bridge at floor 41.,Deepest foundations of any skyscraper,,0,seed
Phnom Penh Killing Fields,conspiracy,11.491,104.901,KH,legendary,500.0,8,0,337,genesis,100337,150,100,intel,200000,45,"Khmer Rouge genocide 1975-79. 17,000 killed at Choeung Ek. 8,895 skulls memorial.",2M people (25% of population) killed under Pol Pot,,0,seed
Pine Gap Australia,secret_facility,-23.799,133.737,AU,legendary,500.0,8,0,159,genesis,100159,150,180,intel,200000,45,Joint US-AU signals intelligence. Controls satellites.,Even Australian parliament wasn't told what happened there,,0,seed
Pine Gap Intelligence AU,secret_facility,-23.799,133.737,AU,legendary,500.0,8,0,946,genesis,100946,150,180,intel,200000,45,Joint US-Australia signals intelligence. Controls satellites.,Australian Parliament not told what happens here for decades,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Pine_Gap.jpg/640px-Pine_Gap.jpg,0,seed
Plain of Jars Laos,anomaly,19.45,103.17,LA,legendary,500.0,8,0,814,genesis,100814,150,300,intel,500000,45,Thousands of stone jars. 500-2500 years old. Purpose unknown.,Most heavily bombed area per capita in history — Vietnam War,,0,seed
Rann of Kutch India,anomaly,23.742,69.942,IN,legendary,500.0,8,0,615,genesis,100615,150,300,intel,500000,45,"World's largest seasonal salt flat. White desert. Flamingos. 45,000 km².",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Rann_of_Kutch.jpg/640px-Rann_of_Kutch.jpg,0,seed
Rann of Kutch Salt Flat,anomaly,23.742,69.942,IN,legendary,500.0,8,0,319,genesis,100319,150,300,intel,500000,45,World's largest seasonal salt flat. White desert. Flamingo breeding ground.,,,0,seed
